#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 589: Lone Cone, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lone Cone (589) 
# Colorado  SNOTEL Site - 9730 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 21, 2026, 7:07:29 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2005-12-11,2.4,7.30,40.8,9.5,21.0,0.00
2005-12-12,2.4,7.30,40.8,,22.3,0.10
2005-12-13,2.6,7.40,27.9,8.4,19.9,0.00
2005-12-14,2.8,7.40,18.3,-27.6,3.2,0.00
2005-12-15,2.6,7.40,28.8,-24.0,2.8,0.00
2005-12-16,2.7,7.40,24.3,-2.7,6.6,0.00
2005-12-17,2.7,7.40,23.9,,7.5,0.10
2005-12-18,2.8,7.50,30.0,,19.8,0.20
2005-12-19,3.0,7.70,28.4,-7.2,17.1,0.00
2005-12-20,3.1,7.70,36.3,8.8,20.3,0.00
2005-12-21,3.0,7.70,43.2,,24.4,0.00
2005-12-22,3.1,7.70,46.8,-20.9,27.9,0.00
2005-12-23,3.1,7.70,36.7,1.0,20.1,0.00
2005-12-24,3.0,7.70,40.8,-18.0,17.2,0.00
2005-12-25,3.0,7.70,49.6,,23.2,0.00
2005-12-26,3.1,7.70,42.1,-23.6,27.5,0.00
2005-12-27,3.2,7.70,28.2,-1.8,18.7,0.00
2005-12-28,3.2,7.70,43.5,11.1,28.2,0.10
2005-12-29,3.5,7.80,30.4,-2.6,20.8,0.00
2005-12-30,3.5,7.80,34.3,1.0,21.4,0.20
2005-12-31,3.8,8.00,44.2,27.3,31.6,0.10
2006-01-01,4.1,8.10,29.7,-17.0,17.8,0.60
2006-01-02,4.6,8.70,37.8,-1.5,27.7,0.20
2006-01-03,4.9,8.90,32.5,6.8,22.6,0.00
2006-01-04,4.7,8.90,33.4,7.0,20.8,0.00
2006-01-05,4.7,8.90,39.0,-3.1,15.3,0.10
2006-01-06,4.8,9.00,46.2,-4.7,20.1,0.10
2006-01-07,4.8,9.10,45.5,,29.1,0.10
2006-01-08,4.8,9.20,32.9,,16.7,0.00
2006-01-09,5.0,9.20,28.4,-2.2,8.4,0.00
2006-01-10,4.9,9.20,36.3,1.2,14.9,0.10
2006-01-11,5.0,9.30,45.3,9.3,24.8,0.10
2006-01-12,5.1,9.40,26.4,-0.8,14.9,0.00
2006-01-13,4.9,9.40,43.9,1.4,21.4,0.00
2006-01-14,5.1,9.40,46.6,18.7,32.2,0.10
2006-01-15,5.1,9.50,30.2,-5.6,18.0,0.00
2006-01-16,5.3,9.50,19.6,-9.0,2.1,0.10
2006-01-17,5.4,9.60,32.5,-7.8,11.7,0.20
2006-01-18,5.6,9.80,33.4,14.2,24.3,0.00
2006-01-19,5.7,9.80,25.9,12.0,18.7,0.30
2006-01-20,6.4,10.10,27.1,-9.4,6.3,0.20
2006-01-21,6.3,10.30,33.8,-11.7,4.3,0.20
2006-01-22,6.3,10.50,29.5,-5.4,5.2,0.00
2006-01-23,6.3,10.50,33.8,-5.4,9.9,0.10
2006-01-24,6.4,10.60,46.0,7.3,22.6,0.00
2006-01-25,6.4,10.60,41.7,20.5,29.1,0.20
2006-01-26,7.0,10.80,32.2,11.5,19.9,0.10
2006-01-27,7.0,10.90,34.9,9.5,18.3,0.00
2006-01-28,7.3,10.90,29.1,4.6,17.4,0.20
2006-01-29,7.4,11.10,28.8,3.6,18.3,0.10
2006-01-30,7.4,11.20,42.3,3.7,23.5,0.00
2006-01-31,7.5,11.20,40.1,7.7,27.0,0.10
2006-02-01,7.4,11.30,35.1,10.0,24.4,0.00
2006-02-02,7.6,11.30,33.1,17.6,24.8,0.30
2006-02-03,8.1,11.60,29.7,2.5,13.5,0.20
2006-02-04,8.0,11.80,51.1,5.0,24.6,0.10
2006-02-05,8.2,11.90,26.6,-4.2,14.9,0.00
2006-02-06,8.1,11.90,39.2,-6.9,12.2,0.10
2006-02-07,8.1,12.00,43.9,1.6,17.8,0.00
2006-02-08,8.1,12.00,49.6,6.4,22.6,0.00
2006-02-09,8.2,12.00,52.9,9.0,23.4,0.00
2006-02-10,8.1,12.00,30.7,-13.0,8.6,0.00
2006-02-11,8.0,12.00,25.3,-15.0,5.4,0.30
2006-02-12,8.1,12.30,41.7,-0.6,17.8,0.00
2006-02-13,8.1,12.30,34.5,3.7,17.1,0.00
2006-02-14,8.1,12.30,40.3,1.4,24.8,0.10
2006-02-15,8.2,12.40,39.9,11.3,28.8,0.10
2006-02-16,8.3,12.50,21.4,-3.6,10.2,0.00
2006-02-17,8.3,12.50,29.7,19.4,24.3,0.00
2006-02-18,8.3,12.50,34.0,17.6,24.4,0.00
2006-02-19,8.3,12.50,27.7,14.4,19.0,0.00
2006-02-20,8.3,12.50,30.7,7.2,17.6,0.00
2006-02-21,8.4,12.50,32.2,-3.3,13.1,0.00
2006-02-22,8.3,12.50,36.0,-6.3,11.5,0.00
2006-02-23,8.3,12.50,43.5,0.3,17.4,0.00
2006-02-24,8.3,12.50,44.2,4.1,20.8,0.00
2006-02-25,8.4,12.50,47.7,4.5,21.7,0.00
2006-02-26,8.4,12.50,51.3,5.2,29.3,0.00
2006-02-27,8.5,12.50,54.9,24.4,37.2,0.10
2006-02-28,8.4,12.60,48.6,31.5,37.4,0.00
2006-03-01,8.5,12.60,44.2,22.3,31.8,0.00
2006-03-02,8.5,12.60,49.1,23.0,33.3,0.00
2006-03-03,8.5,12.60,49.1,31.3,37.8,0.00
2006-03-04,8.5,12.60,38.1,19.0,30.6,0.00
2006-03-05,8.4,12.60,54.0,14.2,33.3,0.00
2006-03-06,8.3,12.60,50.7,31.5,39.0,0.00
2006-03-07,8.3,12.60,44.6,25.2,34.0,0.10
2006-03-08,8.5,12.70,35.2,5.2,21.7,0.20
2006-03-09,9.2,12.90,28.0,1.8,16.7,0.20
2006-03-10,9.6,13.10,18.7,8.1,14.5,0.40
2006-03-11,10.0,13.50,23.2,9.9,16.0,0.30
2006-03-12,10.3,13.80,16.2,9.0,12.7,0.80
2006-03-13,11.2,14.60,32.4,-6.7,9.7,0.60
2006-03-14,11.4,15.20,49.3,-7.1,20.8,0.00
2006-03-15,11.5,15.20,34.5,1.6,21.0,0.10
2006-03-16,11.4,15.30,49.1,2.8,27.3,0.00
2006-03-17,11.5,15.30,47.7,27.3,32.7,0.10
2006-03-18,11.5,15.40,32.9,19.0,27.1,0.10
2006-03-19,11.7,15.50,36.1,6.4,18.7,0.00
2006-03-20,11.7,15.50,36.9,-1.5,17.1,0.10
2006-03-21,11.6,15.60,38.8,15.8,23.9,0.10
2006-03-22,11.6,15.70,42.1,6.6,24.1,0.00
2006-03-23,11.6,15.70,46.2,3.2,23.2,0.20
2006-03-24,11.4,15.90,50.2,8.2,28.8,0.00
2006-03-25,11.2,15.90,54.1,14.5,35.2,0.00
2006-03-26,10.8,15.90,43.0,5.2,28.2,0.00
2006-03-27,10.7,15.90,48.6,5.2,28.4,0.00
2006-03-28,10.9,15.90,50.2,28.4,34.9,0.10
2006-03-29,11.1,16.00,35.2,20.7,27.7,0.90
2006-03-30,12.4,16.90,42.3,7.3,23.5,0.40
2006-03-31,12.7,17.30,53.8,8.2,30.9,0.10
2006-04-01,13.0,17.40,44.6,23.5,30.2,0.50
2006-04-02,13.7,17.90,52.0,14.9,31.3,0.10
2006-04-03,13.7,18.00,63.1,21.6,40.1,0.10
2006-04-04,13.5,18.10,60.8,33.3,44.1,0.00
2006-04-05,13.0,18.10,49.1,20.7,32.9,0.20
2006-04-06,13.4,18.30,35.2,18.9,24.1,0.60
2006-04-07,14.0,18.90,53.6,21.0,32.5,0.30
2006-04-08,13.9,19.20,62.8,18.9,39.6,0.10
2006-04-09,13.4,19.30,62.2,7.7,42.8,0.00
2006-04-10,12.6,19.30,55.2,29.5,41.2,0.00
2006-04-11,11.6,19.30,50.7,,25.9,0.00
2006-04-12,11.2,19.30,62.1,-2.6,41.4,0.00
2006-04-13,10.2,19.30,63.9,,32.4,0.00
2006-04-14,9.2,19.30,60.8,,27.0,0.10
2006-04-15,8.6,19.40,54.9,,15.4,0.30
2006-04-16,9.0,19.70,57.2,,-9.4,0.10
2006-04-17,7.8,19.80,51.3,,,0.00
2006-04-18,6.4,19.80,37.8,,14.0,0.00
2006-04-19,5.9,19.80,51.1,,22.3,0.20
2006-04-20,4.9,20.00,55.6,,28.4,0.00
2006-04-21,3.6,20.00,59.5,,31.3,0.10
2006-04-22,2.3,20.10,64.2,,47.5,0.00
2006-04-23,0.9,20.10,57.9,23.2,41.7,0.00
2006-04-24,0.0,20.10,41.9,19.0,29.1,0.00
2006-04-25,0.0,20.10,46.2,,27.1,0.20
2006-04-26,0.0,20.30,54.0,-0.4,31.3,0.00
2006-04-27,0.0,20.30,64.4,28.8,45.0,0.00
2006-04-28,0.0,20.30,54.7,28.8,39.0,0.00
2006-04-29,0.0,20.30,52.5,22.1,36.1,0.00
2006-04-30,0.0,20.30,56.7,25.7,40.5,0.00
2006-05-01,0.0,20.30,60.8,27.1,41.9,0.00
2006-05-02,0.0,20.30,61.3,30.7,42.1,0.00
2006-05-03,0.0,20.30,62.8,,42.6,0.00
2006-05-04,0.0,20.30,61.0,36.9,46.8,0.00
2006-05-05,0.0,20.30,53.4,13.1,37.0,0.00
2006-05-06,0.0,20.30,58.5,-4.7,36.7,0.00
2006-05-07,0.0,20.30,56.1,27.1,40.5,0.00
2006-05-08,0.0,20.30,59.0,31.8,43.2,0.00
2006-05-09,0.0,20.30,45.0,,30.4,0.00
2006-05-10,0.0,20.30,52.2,21.7,35.1,0.00
2006-05-11,0.0,20.30,61.0,23.2,41.0,0.10
2006-05-12,0.0,20.40,67.3,29.7,47.1,0.10
2006-05-13,0.0,20.50,68.4,33.3,49.5,0.00
2006-05-14,0.0,20.50,67.6,34.5,49.8,0.00
2006-05-15,0.0,20.50,65.7,34.9,49.3,0.00
2006-05-16,0.0,20.50,68.2,32.5,48.9,0.00
2006-05-17,0.0,20.50,68.2,32.7,50.2,0.00
2006-05-18,0.0,20.50,70.5,35.1,51.8,0.00
2006-05-19,0.0,20.50,67.8,34.9,50.9,0.00
2006-05-20,0.0,20.50,70.9,38.1,52.2,0.00
2006-05-21,0.0,20.50,72.5,36.5,55.4,0.00
2006-05-22,0.0,20.50,67.1,34.3,47.5,0.00
2006-05-23,0.0,20.50,60.6,29.1,43.5,0.00
2006-05-24,0.0,20.50,72.0,30.7,50.0,0.00
2006-05-25,0.0,20.50,73.9,34.3,53.8,0.00
2006-05-26,0.0,20.50,71.1,35.6,54.7,0.00
2006-05-27,0.0,20.50,64.4,44.2,52.0,0.00
2006-05-28,0.0,20.50,55.0,25.2,40.6,0.00
2006-05-29,0.0,20.50,57.0,20.3,37.0,0.00
2006-05-30,0.0,20.50,65.7,27.5,45.5,0.00
2006-05-31,0.0,20.50,68.2,29.3,47.8,0.00
2006-06-01,0.0,20.50,74.3,32.2,52.0,0.20
2006-06-02,0.0,20.70,75.6,12.4,52.0,0.00
2006-06-03,0.0,20.70,75.6,5.5,49.8,0.00
2006-06-04,0.0,20.70,77.0,11.8,52.2,0.00
2006-06-05,0.0,20.70,72.0,40.3,55.9,0.00
2006-06-06,0.0,20.70,76.1,17.1,55.4,0.00
2006-06-07,0.0,20.70,75.2,17.8,48.2,0.00
2006-06-08,0.0,20.70,60.8,14.4,31.3,0.30
2006-06-09,0.0,21.00,68.7,26.6,48.0,0.50
2006-06-10,0.0,21.50,70.2,38.3,53.1,0.00
2006-06-11,0.0,21.50,74.5,34.5,54.3,0.00
2006-06-12,0.0,21.50,76.5,29.8,54.7,0.00
2006-06-13,0.0,21.50,75.6,28.8,57.4,0.00
2006-06-14,0.0,21.50,74.5,-2.7,53.4,0.00
2006-06-15,0.0,21.50,58.6,5.2,39.0,0.00
2006-06-16,0.0,21.50,,,44.1,0.00
2006-06-17,0.0,21.50,67.5,30.2,48.4,0.00
2006-06-18,0.0,21.50,74.1,34.2,55.2,0.00
2006-06-19,0.0,21.50,76.3,38.3,58.8,0.00
2006-06-20,0.0,21.50,72.5,41.7,56.5,0.00
2006-06-21,0.0,21.50,72.7,40.5,55.6,0.00
2006-06-22,0.0,21.50,73.4,38.1,55.2,0.00
2006-06-23,0.0,21.50,74.3,37.9,56.8,0.00
2006-06-24,0.0,21.50,74.8,37.8,56.7,0.00
2006-06-25,0.0,21.50,73.8,39.6,56.7,0.00
2006-06-26,0.0,21.50,67.5,39.2,52.7,0.00
2006-06-27,0.0,21.50,68.0,36.1,50.7,0.00
2006-06-28,0.0,21.50,70.7,41.0,52.5,0.00
2006-06-29,0.0,21.50,70.3,37.0,54.7,0.00
2006-06-30,0.0,21.50,73.8,41.9,56.1,0.10
2006-07-01,0.0,21.60,70.0,47.3,54.0,0.10
2006-07-02,0.0,21.70,67.8,45.5,55.9,0.00
2006-07-03,0.0,21.70,71.2,45.3,57.9,0.00
2006-07-04,0.0,21.70,70.3,45.5,55.4,0.00
2006-07-05,0.0,21.70,69.1,46.6,54.1,0.30
2006-07-06,0.0,22.00,64.8,44.4,52.0,0.30
2006-07-07,0.0,22.30,60.8,43.9,49.6,0.20
2006-07-08,0.0,22.50,59.4,45.9,50.7,0.60
2006-07-09,0.0,23.10,58.6,44.4,49.6,0.20
2006-07-10,0.0,23.30,60.4,39.0,47.7,0.20
2006-07-11,0.0,23.50,67.3,38.7,52.0,0.00
2006-07-12,0.0,23.50,71.4,42.8,56.8,0.00
2006-07-13,0.0,23.50,72.7,40.3,56.1,0.00
2006-07-14,0.0,23.50,78.1,42.3,61.0,0.00
2006-07-15,0.0,23.50,75.7,46.6,57.2,0.00
2006-07-16,0.0,23.50,77.5,45.0,61.2,0.00
2006-07-17,0.0,23.50,73.8,49.8,60.4,0.10
2006-07-18,0.0,23.60,74.5,52.2,62.2,0.00
2006-07-19,0.0,23.60,71.2,48.0,57.4,0.00
2006-07-20,0.0,23.60,73.4,50.2,58.5,0.00
2006-07-21,0.0,23.60,77.2,49.6,58.8,0.10
2006-07-22,0.0,23.70,74.1,48.6,60.8,0.00
2006-07-23,0.0,23.70,76.3,46.6,62.2,0.00
2006-07-24,0.0,23.70,76.3,49.5,61.9,0.10
2006-07-25,0.0,23.80,74.7,46.8,58.3,0.10
2006-07-26,0.0,23.90,73.8,49.3,60.1,0.00
2006-07-27,0.0,23.90,72.9,45.0,57.6,0.00
2006-07-28,0.0,23.90,74.1,45.0,58.5,0.00
2006-07-29,0.0,23.90,70.9,51.1,57.6,0.00
2006-07-30,0.0,23.90,75.6,47.3,58.8,0.20
2006-07-31,0.0,24.10,66.2,48.2,54.0,0.90
2006-08-01,0.0,25.00,66.2,43.0,53.4,0.00
2006-08-02,0.0,25.00,66.4,42.4,53.1,0.00
2006-08-03,0.0,25.00,70.9,43.5,56.5,0.00
2006-08-04,0.0,25.00,60.8,47.5,52.7,0.60
2006-08-05,0.0,25.60,65.3,45.0,52.9,0.00
2006-08-06,0.0,25.60,62.8,43.9,51.8,0.20
2006-08-07,0.0,25.80,63.9,46.0,52.5,0.40
2006-08-08,0.0,26.20,70.0,45.0,55.6,0.00
2006-08-09,0.0,26.20,68.5,46.2,52.2,0.30
2006-08-10,0.0,26.50,69.4,41.9,54.7,0.00
2006-08-11,0.0,26.50,71.1,42.3,56.1,0.10
2006-08-12,0.0,26.60,59.2,44.4,51.6,0.20
2006-08-13,0.0,26.80,65.5,42.6,50.9,0.50
2006-08-14,0.0,27.30,67.3,41.0,52.9,0.00
2006-08-15,0.0,27.30,66.4,43.9,50.0,0.40
2006-08-16,0.0,27.70,66.4,40.5,51.1,0.00
2006-08-17,0.0,27.70,70.3,40.5,53.2,0.00
2006-08-18,0.0,27.70,72.9,42.6,56.7,0.00
2006-08-19,0.0,27.70,70.2,45.5,55.2,0.20
2006-08-20,0.0,27.90,67.8,42.8,51.8,0.60
2006-08-21,0.0,28.50,68.4,40.6,53.2,0.00
2006-08-22,0.0,28.50,66.4,42.1,50.7,0.10
2006-08-23,0.0,28.60,69.1,39.6,54.0,0.00
2006-08-24,0.0,28.60,66.6,44.6,53.4,0.10
2006-08-25,0.0,28.70,65.8,44.2,53.1,0.00
2006-08-26,0.0,28.70,60.4,36.3,46.2,0.60
2006-08-27,0.0,29.30,59.0,31.8,43.5,0.00
2006-08-28,0.0,29.30,65.1,32.7,47.3,0.00
2006-08-29,0.0,29.30,68.5,34.3,50.0,0.00
2006-08-30,0.0,29.30,68.2,37.4,51.4,0.00
2006-08-31,0.0,29.30,67.8,39.0,50.0,0.10
2006-09-01,0.0,29.40,67.6,38.1,51.1,0.00
2006-09-02,0.0,29.40,64.2,36.5,45.5,0.10
2006-09-03,0.0,29.50,66.9,36.0,48.9,0.00
2006-09-04,0.0,29.50,68.5,37.0,50.2,0.00
2006-09-05,0.0,29.50,67.6,36.9,49.5,0.10
2006-09-06,0.0,29.60,68.0,37.9,48.4,0.00
2006-09-07,0.0,29.60,56.8,35.8,44.2,0.40
2006-09-08,0.0,30.00,54.3,36.5,42.4,0.40
2006-09-09,0.0,30.40,53.1,32.0,40.8,0.30
2006-09-10,0.0,30.70,55.8,33.1,40.1,0.80
2006-09-11,0.0,31.50,61.3,32.7,44.2,0.00
2006-09-12,0.0,31.50,64.9,33.1,47.5,0.00
2006-09-13,0.0,31.50,66.0,37.4,49.6,0.00
2006-09-14,0.0,31.50,57.9,40.3,46.8,0.60
2006-09-15,0.0,32.10,46.8,37.4,42.6,0.60
2006-09-16,0.0,32.70,48.0,21.6,36.5,0.50
2006-09-17,0.0,33.20,43.9,19.0,30.2,0.00
2006-09-18,0.0,33.20,55.2,20.3,35.6,0.00
2006-09-19,0.0,33.20,60.8,24.4,43.0,0.00
2006-09-20,0.0,33.20,48.9,28.8,37.9,1.00
2006-09-21,0.5,34.20,42.4,28.8,33.1,0.40
2006-09-22,0.4,34.60,39.0,21.0,29.7,0.60
2006-09-23,0.9,35.20,39.6,19.8,28.0,0.00
2006-09-24,0.6,35.20,52.5,18.0,32.7,0.00
2006-09-25,0.2,35.20,55.9,21.9,36.7,0.00
2006-09-26,0.0,35.20,59.0,27.5,40.3,0.00
2006-09-27,0.0,35.20,58.5,29.7,41.2,0.00
2006-09-28,0.0,35.20,60.8,29.3,42.1,0.00
2006-09-29,0.0,35.20,61.2,30.7,42.8,0.00
2006-09-30,0.0,35.20,63.9,31.6,43.9,0.00
2006-10-01,0.0,0.00,62.2,31.6,45.0,0.00
2006-10-02,0.0,0.00,62.1,32.9,48.9,0.00
2006-10-03,0.0,0.00,49.3,32.9,41.2,0.40
2006-10-04,0.0,0.40,63.0,32.0,47.8,0.00
2006-10-05,0.0,0.40,54.7,41.4,47.3,0.30
2006-10-06,0.0,0.70,50.7,41.4,44.6,1.60
2006-10-07,0.0,2.30,49.6,32.0,41.0,0.30
2006-10-08,0.0,2.60,47.7,31.5,37.9,0.10
2006-10-09,0.0,2.70,43.2,32.0,36.3,0.60
2006-10-10,0.4,3.30,42.1,30.6,33.3,0.10
2006-10-11,0.2,3.40,43.9,26.8,33.4,0.00
2006-10-12,0.0,3.40,51.1,25.9,35.1,0.00
2006-10-13,0.0,3.40,54.7,26.4,36.5,0.00
2006-10-14,0.0,3.40,47.3,29.5,37.2,0.70
2006-10-15,0.0,4.10,45.7,29.5,35.6,0.00
2006-10-16,0.0,4.10,47.5,27.3,36.3,0.00
2006-10-17,0.0,4.10,36.9,24.1,30.0,1.20
2006-10-18,1.3,5.30,34.0,12.7,23.9,0.00
2006-10-19,1.1,5.30,40.6,9.1,23.7,0.00
2006-10-20,1.1,5.30,43.2,18.3,30.0,0.10
2006-10-21,1.1,5.40,35.1,14.2,25.3,0.00
2006-10-22,1.0,5.40,41.4,10.9,25.5,0.00
2006-10-23,1.1,5.40,54.0,19.9,34.2,0.00
2006-10-24,1.1,5.40,51.8,25.2,36.1,0.00
2006-10-25,1.1,5.40,39.0,13.1,29.1,0.50
2006-10-26,1.6,5.90,24.1,8.4,16.5,0.20
2006-10-27,1.6,6.10,41.4,6.8,24.3,0.00
2006-10-28,1.7,6.10,53.4,21.4,33.1,0.00
2006-10-29,1.7,6.10,52.9,19.2,33.8,0.00
2006-10-30,1.7,6.10,45.0,27.1,33.4,0.00
2006-10-31,1.8,6.10,43.5,24.8,33.3,0.00
2006-11-01,1.8,6.10,41.2,15.4,25.9,0.00
2006-11-02,1.6,6.10,45.9,17.1,32.0,0.00
2006-11-03,1.7,6.10,46.6,25.5,34.5,0.00
2006-11-04,1.8,6.10,45.3,22.5,31.8,0.00
2006-11-05,1.8,6.10,42.4,19.2,28.8,0.10
2006-11-06,1.8,6.20,46.8,20.8,32.7,0.00
2006-11-07,1.8,6.20,53.6,28.2,38.1,0.00
2006-11-08,1.8,6.20,58.8,28.8,41.2,0.00
2006-11-09,1.8,6.20,47.5,26.4,37.2,0.00
2006-11-10,1.9,6.20,32.4,15.6,24.3,0.00
2006-11-11,1.4,6.20,39.6,19.0,32.5,0.20
2006-11-12,1.8,6.40,27.7,9.1,21.6,0.40
2006-11-13,2.2,6.80,28.2,14.4,22.3,0.20
2006-11-14,2.4,7.00,29.3,2.5,21.0,0.50
2006-11-15,2.9,7.50,34.9,-1.7,17.6,0.00
2006-11-16,3.0,7.50,46.4,14.7,29.7,0.00
2006-11-17,3.0,7.50,45.5,18.9,29.8,0.00
2006-11-18,3.0,7.50,44.4,16.7,28.4,0.00
2006-11-19,3.0,7.50,46.8,12.7,27.9,0.00
2006-11-20,3.0,7.50,51.6,17.6,32.5,0.00
2006-11-21,3.0,7.50,49.5,25.0,35.1,0.00
2006-11-22,3.0,7.50,48.9,24.6,37.4,0.00
2006-11-23,3.0,7.50,41.7,20.8,34.0,0.00
2006-11-24,3.0,7.50,40.6,17.2,30.2,0.00
2006-11-25,3.1,7.50,36.5,16.9,28.8,0.20
2006-11-26,3.2,7.70,34.3,20.7,27.7,0.00
2006-11-27,3.3,7.70,30.9,20.8,25.0,0.40
2006-11-28,3.6,8.10,22.3,8.2,19.0,1.00
2006-11-29,4.7,9.10,8.2,-14.8,1.2,0.40
2006-11-30,4.6,9.50,19.6,-15.2,2.3,0.00
2006-12-01,4.7,9.50,27.5,-3.3,11.8,0.10
2006-12-02,4.7,9.60,17.2,-10.5,1.4,0.00
2006-12-03,4.7,9.60,26.8,-10.5,5.9,0.00
2006-12-04,4.7,9.60,36.0,6.3,17.6,0.00
2006-12-05,4.7,9.60,38.7,7.3,19.2,0.00
2006-12-06,4.7,9.60,36.7,5.0,17.4,0.00
2006-12-07,4.8,9.60,39.4,10.4,21.7,0.00
2006-12-08,4.7,9.60,39.9,9.5,21.0,0.00
2006-12-09,4.8,9.60,35.8,7.3,20.3,0.00
2006-12-10,4.7,9.60,30.0,6.4,20.5,0.40
2006-12-11,5.3,10.00,24.1,1.9,16.0,0.20
2006-12-12,5.4,10.20,31.8,0.3,14.9,0.00
2006-12-13,5.5,10.20,32.9,7.5,19.2,0.00
2006-12-14,5.5,10.20,38.3,13.6,23.7,0.00
2006-12-15,5.5,10.20,42.3,16.9,30.0,0.00
2006-12-16,5.6,10.20,36.7,30.6,32.7,0.00
2006-12-17,5.6,10.20,31.8,19.9,24.3,0.30
2006-12-18,5.9,10.50,29.8,17.1,21.6,0.20
2006-12-19,6.0,10.70,25.9,16.2,21.0,0.40
2006-12-20,6.7,11.10,16.5,3.4,11.3,0.10
2006-12-21,6.9,11.20,26.8,-4.0,9.7,0.20
2006-12-22,6.9,11.40,31.3,3.2,16.0,0.20
2006-12-23,6.9,11.60,29.3,4.1,13.8,0.00
2006-12-24,6.9,11.60,19.8,-4.4,10.9,0.00
2006-12-25,6.8,11.60,34.9,-0.6,16.0,0.10
2006-12-26,6.9,11.70,39.9,14.0,26.2,0.00
2006-12-27,6.9,11.70,33.3,16.7,27.7,0.00
2006-12-28,7.0,11.70,29.5,14.5,22.3,0.10
2006-12-29,7.0,11.80,26.4,11.3,17.6,0.00
2006-12-30,7.0,11.80,28.2,6.3,16.2,0.10
2006-12-31,6.9,11.90,36.3,5.5,17.6,0.00
2007-01-01,6.9,11.90,33.4,9.5,19.6,0.00
2007-01-02,6.9,11.90,36.7,8.8,18.7,0.00
2007-01-03,6.9,11.90,42.1,13.6,26.2,0.00
2007-01-04,7.0,11.90,38.1,25.2,30.6,0.00
2007-01-05,7.0,11.90,25.2,0.3,14.4,0.10
2007-01-06,7.3,12.00,30.6,-7.2,8.6,0.10
2007-01-07,7.3,12.10,21.4,-10.8,7.2,0.00
2007-01-08,7.2,12.10,36.7,3.2,17.1,0.10
2007-01-09,7.3,12.20,45.7,12.7,25.0,0.00
2007-01-10,7.3,12.20,39.4,19.4,29.3,0.00
2007-01-11,7.4,12.20,34.0,23.9,28.2,0.00
2007-01-12,7.4,12.20,27.0,18.0,23.9,0.20
2007-01-13,8.1,12.40,18.0,6.4,13.3,0.50
2007-01-14,8.4,12.90,8.8,-16.2,-0.4,0.00
2007-01-15,8.3,12.90,10.0,-17.3,-5.1,0.50
2007-01-16,8.3,13.40,21.9,-8.3,2.1,0.00
2007-01-17,8.3,13.40,20.1,-9.6,2.8,0.00
2007-01-18,8.3,13.40,29.5,-4.2,8.8,0.00
